epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
72,140.001,0.28134,0.825,0.9625,0.61489,0.000212129,0.000212129,0.000212129
73,141.334,0.40718,0.8375,0.975,0.61556,0.000205061,0.000205061,0.000205061
74,142.78,0.33329,0.85,0.975,0.49816,0.000197992,0.000197992,0.000197992
75,144.011,0.34303,0.8375,0.975,0.58359,0.000190924,0.000190924,0.000190924
76,145.124,0.3784,0.8375,0.975,0.49528,0.000183855,0.000183855,0.000183855
77,146.261,0.25475,0.8625,0.975,0.51262,0.000176786,0.000176786,0.000176786
78,147.698,0.64548,0.8375,0.975,0.56335,0.000169718,0.000169718,0.000169718
79,148.872,0.30844,0.8125,0.975,0.54842,0.000162649,0.000162649,0.000162649
80,149.99,0.17216,0.8375,0.975,0.58235,0.000155581,0.000155581,0.000155581
81,151.166,0.3322,0.85,0.975,0.48847,0.000148512,0.000148512,0.000148512
82,152.442,0.32837,0.8375,0.975,0.57181,0.000141443,0.000141443,0.000141443
83,154.717,0.23013,0.8375,0.975,0.5169,0.000134375,0.000134375,0.000134375
84,156.885,0.26944,0.85,0.975,0.53489,0.000127306,0.000127306,0.000127306
85,159.9,0.2473,0.8375,0.975,0.61319,0.000120238,0.000120238,0.000120238
86,161.275,0.38513,0.85,0.975,0.57908,0.000113169,0.000113169,0.000113169
87,162.432,0.28,0.8375,0.975,0.59734,0.0001061,0.0001061,0.0001061
88,163.915,0.20333,0.85,0.975,0.6603,9.90318e-05,9.90318e-05,9.90318e-05
89,165.192,0.39536,0.85,0.975,0.56236,9.19632e-05,9.19632e-05,9.19632e-05
90,166.51,0.20055,0.8375,0.975,0.50219,8.48946e-05,8.48946e-05,8.48946e-05
91,167.707,0.29622,0.85,0.975,0.54725,7.7826e-05,7.7826e-05,7.7826e-05
92,169.777,0.38435,0.85,0.975,0.55276,7.07574e-05,7.07574e-05,7.07574e-05
93,171.706,0.46786,0.825,0.975,0.50601,6.36888e-05,6.36888e-05,6.36888e-05
94,173.215,0.41095,0.8375,0.975,0.62174,5.66202e-05,5.66202e-05,5.66202e-05
95,174.45,0.2813,0.8375,0.975,0.7605,4.95516e-05,4.95516e-05,4.95516e-05
96,175.859,0.28758,0.85,0.975,0.447,4.2483e-05,4.2483e-05,4.2483e-05
97,177.127,0.31773,0.85,0.975,0.53581,3.54144e-05,3.54144e-05,3.54144e-05
98,178.555,0.36155,0.8375,0.975,0.52399,2.83458e-05,2.83458e-05,2.83458e-05
99,179.826,0.35234,0.8375,0.975,0.51176,2.12772e-05,2.12772e-05,2.12772e-05
100,181.18,0.22216,0.8375,0.975,0.50906,1.42086e-05,1.42086e-05,1.42086e-05
